category,version_number,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,telo_condition,whose_telo,scenario_1,scenario_2,question,question_mask
living_natural_kinds,l_5_coww_2,cow_to_worm_app_original_comp_preserved_purpose_changed,cow_to_worm,cow,worm,original,cow,preserved,cow,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t provide milk and beef. Instead, it only helped decompose organic matter.",Is the thing after the special operation a cow or a worm?,The thing after the special operation is
living_natural_kinds,l_5_coww_3,cow_to_worm_app_original_comp_changed_purpose_preserved,cow_to_worm,cow,worm,original,cow,changed,worm,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it  didn’t help decompose organic matter. Instead, it only provided milk and beef.",Is the thing after the special operation a cow or a worm?,The thing after the special operation is
living_natural_kinds,l_5_coww_4,cow_to_worm_app_original_comp_changed_purpose_changed,cow_to_worm,cow,worm,original,cow,changed,worm,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t provide milk and beef. Instead, it only helped decompose organic matter. ",Is the thing after the special operation a cow or a worm?,The thing after the special operation is
living_natural_kinds,l_5_coww_5,cow_to_worm_app_new_comp_preserved_purpose_preserved,cow_to_worm,cow,worm,new,worm,preserved,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t help decompose organic matter. Instead, it only provided milk and beef. ",Is the thing after the special operation a cow or a worm?,The thing after the special operation is
living_natural_kinds,l_5_coww_6,cow_to_worm_app_new_comp_preserved_purpose_changed,cow_to_worm,cow,worm,new,worm,preserved,cow,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t provide milk and beef. Instead, it only helped decompose organic matter.",Is the thing after the special operation a cow or a worm?,The thing after the special operation is
living_natural_kinds,l_5_coww_7,cow_to_worm_app_new_comp_changed_purpose_preserved,cow_to_worm,cow,worm,new,worm,changed,worm,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it  didn’t help decompose organic matter. Instead, it only provided milk and beef.",Is the thing after the special operation a cow or a worm?,The thing after the special operation is
living_natural_kinds,l_5_coww_8,cow_to_worm_app_new_comp_changed_purpose_changed,cow_to_worm,cow,worm,new,worm,changed,worm,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t provide milk and beef. Instead, it only helped decompose organic matter. ",Is the thing after the special operation a cow or a worm?,The thing after the special operation is
living_natural_kinds,l_6_cb_1,cow_to_bat_app_original_comp_preserved_purpose_preserved,cow_to_bat,cow,bat,original,cow,preserved,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only provided milk and beef. Moreover, it wasn’t made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of bones, muscles, organs, skin and fur. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t fly and catch insects. Instead, it only provided milk and beef. ",Is the thing after the special operation a cow or a bat?,The thing after the special operation is
living_natural_kinds,l_6_cb_2,cow_to_bat_app_original_comp_preserved_purpose_changed,cow_to_bat,cow,bat,original,cow,preserved,cow,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only flew and caught insects. Moreover, it wasn’t made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t provide milk and beef. Instead, it only flew and caught insects.",Is the thing after the special operation a cow or a bat?,The thing after the special operation is
living_natural_kinds,l_6_cb_3,cow_to_bat_app_original_comp_changed_purpose_preserved,cow_to_bat,cow,bat,original,cow,changed,bat,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only provided milk and beef. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. Moreover, it didn’t fly and catch insects. Instead, it only provided milk and beef.",Is the thing after the special operation a cow or a bat?,The thing after the special operation is
living_natural_kinds,l_6_cb_4,cow_to_bat_app_original_comp_changed_purpose_changed,cow_to_bat,cow,bat,original,cow,changed,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only flew and caught insects. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. Moreover, it didn’t provide milk and beef. Instead, it only flew and caught insects. ",Is the thing after the special operation a cow or a bat?,The thing after the special operation is
living_natural_kinds,l_6_cb_5,cow_to_bat_app_new_comp_preserved_purpose_preserved,cow_to_bat,cow,bat,new,bat,preserved,cow,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only provided milk and beef. Moreover, it wasn’t made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of bones, muscles, organs, skin and fur. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn’t made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t fly and catch insects. Instead, it only provided milk and beef.",Is the thing after the special operation a cow or a bat?,The thing after the special operation is
living_natural_kinds,l_6_cb_6,cow_to_bat_app_new_comp_preserved_purpose_changed,cow_to_bat,cow,bat,new,bat,preserved,cow,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only flew and caught insects. Moreover, it wasn’t made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn’t made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t provide milk and beef. Instead, it only flew and caught insects.",Is the thing after the special operation a cow or a bat?,The thing after the special operation is
living_natural_kinds,l_6_cb_7,cow_to_bat_app_new_comp_changed_purpose_preserved,cow_to_bat,cow,bat,new,bat,changed,bat,preserved,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only provided milk and beef. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. Moreover, it didn’t fly and catch insects. Instead, it only provided milk and beef.",Is the thing after the special operation a cow or a bat?,The thing after the special operation is
living_natural_kinds,l_6_cb_8,cow_to_bat_app_new_comp_changed_purpose_changed,cow_to_bat,cow,bat,new,bat,changed,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only flew and caught insects. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a cow into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. Moreover, it didn’t provide milk and beef. Instead, it only flew and caught insects. ",Is the thing after the special operation a cow or a bat?,The thing after the special operation is
living_natural_kinds,l_7_wchicken_1,worm_to_chicken_app_original_comp_preserved_purpose_preserved,worm_to_chicken,worm,chicken,original,worm,preserved,worm,preserved,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter. ",Is the thing after the special operation a worm or a chicken?,The thing after the special operation is
living_natural_kinds,l_7_wchicken_2,worm_to_chicken_app_original_comp_preserved_purpose_changed,worm_to_chicken,worm,chicken,original,worm,preserved,worm,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t help decompose organic matter. Instead, it only produced eggs.",Is the thing after the special operation a worm or a chicken?,The thing after the special operation is
living_natural_kinds,l_7_wchicken_3,worm_to_chicken_app_original_comp_changed_purpose_preserved,worm_to_chicken,worm,chicken,original,worm,changed,chicken,preserved,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter.",Is the thing after the special operation a worm or a chicken?,The thing after the special operation is
living_natural_kinds,l_7_wchicken_4,worm_to_chicken_app_original_comp_changed_purpose_changed,worm_to_chicken,worm,chicken,original,worm,changed,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t help decompose organic matter. Instead, it only produced eggs. ",Is the thing after the special operation a worm or a chicken?,The thing after the special operation is
living_natural_kinds,l_7_wchicken_5,worm_to_chicken_app_new_comp_preserved_purpose_preserved,worm_to_chicken,worm,chicken,new,chicken,preserved,worm,preserved,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter.",Is the thing after the special operation a worm or a chicken?,The thing after the special operation is
living_natural_kinds,l_7_wchicken_6,worm_to_chicken_app_new_comp_preserved_purpose_changed,worm_to_chicken,worm,chicken,new,chicken,preserved,worm,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. Moreover, it wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t help decompose organic matter. Instead, it only produced eggs.",Is the thing after the special operation a worm or a chicken?,The thing after the special operation is
living_natural_kinds,l_7_wchicken_7,worm_to_chicken_app_new_comp_changed_purpose_preserved,worm_to_chicken,worm,chicken,new,chicken,changed,chicken,preserved,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t produce eggs. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t produce eggs. Instead, it only helped decompose organic matter.",Is the thing after the special operation a worm or a chicken?,The thing after the special operation is
living_natural_kinds,l_7_wchicken_8,worm_to_chicken_app_new_comp_changed_purpose_changed,worm_to_chicken,worm,chicken,new,chicken,changed,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only produced eggs. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. Moreover, it didn’t help decompose organic matter. Instead, it only produced eggs. ",Is the thing after the special operation a worm or a chicken?,The thing after the special operation is
living_natural_kinds,l_8_wcow_1,worm_to_cow_app_original_comp_preserved_purpose_preserved,worm_to_cow,worm,cow,original,worm,preserved,worm,preserved,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t provide milk and beef. Instead, it only helped decompose organic matter. ",Is the thing after the special operation a worm or a cow?,The thing after the special operation is
living_natural_kinds,l_8_wcow_2,worm_to_cow_app_original_comp_preserved_purpose_changed,worm_to_cow,worm,cow,original,worm,preserved,worm,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t help decompose organic matter. Instead, it only provided milk and beef.",Is the thing after the special operation a worm or a cow?,The thing after the special operation is
living_natural_kinds,l_8_wcow_3,worm_to_cow_app_original_comp_changed_purpose_preserved,worm_to_cow,worm,cow,original,worm,changed,cow,preserved,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t provide milk and beef. Instead, it only helped decompose organic matter.",Is the thing after the special operation a worm or a cow?,The thing after the special operation is
living_natural_kinds,l_8_wcow_4,worm_to_cow_app_original_comp_changed_purpose_changed,worm_to_cow,worm,cow,original,worm,changed,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t help decompose organic matter. Instead, it only provided milk and beef. ",Is the thing after the special operation a worm or a cow?,The thing after the special operation is
living_natural_kinds,l_8_wcow_5,worm_to_cow_app_new_comp_preserved_purpose_preserved,worm_to_cow,worm,cow,new,cow,preserved,worm,preserved,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t provide milk and beef. Instead, it only helped decompose organic matter. ",Is the thing after the special operation a worm or a cow?,The thing after the special operation is
living_natural_kinds,l_8_wcow_6,worm_to_cow_app_new_comp_preserved_purpose_changed,worm_to_cow,worm,cow,new,cow,preserved,worm,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. Moreover, it wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of bones, muscles, organs, skin and fur. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t help decompose organic matter. Instead, it only provided milk and beef.",Is the thing after the special operation a worm or a cow?,The thing after the special operation is
living_natural_kinds,l_8_wcow_7,worm_to_cow_app_new_comp_changed_purpose_preserved,worm_to_cow,worm,cow,new,cow,changed,cow,preserved,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t provide milk and beef. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t provide milk and beef. Instead, it only helped decompose organic matter.",Is the thing after the special operation a worm or a cow?,The thing after the special operation is
living_natural_kinds,l_8_wcow_8,worm_to_cow_app_new_comp_changed_purpose_changed,worm_to_cow,worm,cow,new,cow,changed,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure didn’t help decompose organic matter. Instead, it only provided milk and beef. Moreover, it wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn’t made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of bones, muscles, organs, skin and fur. Moreover, it didn’t help decompose organic matter. Instead, it only provided milk and beef.",Is the thing after the special operation a worm or a cow?,The thing after the special operation is
living_natural_kinds,l_9_wb_1,worm_to_bat_app_original_comp_preserved_purpose_preserved,worm_to_bat,worm,bat,original,worm,preserved,worm,preserved,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a bat. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure didn’t fly and catch insects. Instead, it only helped decompose organic matter. Moreover, it wasn’t made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a bat. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn’t made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. Moreover, it didn’t fly and catch insects. Instead, it only helped decompose organic matter. ",Is the thing after the special operation a worm or a bat?,The thing after the special operation is
