paper,study ,rep_id,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,Unnamed: 30,hypotheses,gpt3_response_question_1_1,gpt3_response_question_1_2
gelman_wellman_1991,3,41,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,mouse_raised_by_dog,"There is a mouse named Minnie. Right after Minnie was born, when she was just a tiny baby mouse, she was taken to a farm that had dogs - lots of dogs. The dogs took care of Minnie. Minnie grew up on the farm with all the dogs, and she never saw another mouse.",categorization,"When Minnie gets to be a grown-up, what did her ears look like: were they round or were they floppy?","When Minnie gets to be a grown-up, her ears will be",behavior,Would Minnie run away from cats or chase cats?,"Between running away from cats and chasing cats, Minnie will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher round ears ratings.,"Minnie's ears would likely be floppy, as she would have grown up around dogs whose ears are typically floppier than those of other animals.","There is no right answer to this question, as it would depend on Minnie's individual personality. Some mice might be scared of cats and run away from them, while others might be curious and chase after them."
gelman_wellman_1991,3,42,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,mouse_raised_by_dog,"There is a mouse named Minnie. Right after Minnie was born, when she was just a tiny baby mouse, she was taken to a farm that had dogs - lots of dogs. The dogs took care of Minnie. Minnie grew up on the farm with all the dogs, and she never saw another mouse.",categorization,"When Minnie gets to be a grown-up, what did her ears look like: were they round or were they floppy?","When Minnie gets to be a grown-up, her ears will be",behavior,Would Minnie run away from cats or chase cats?,"Between running away from cats and chasing cats, Minnie will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher round ears ratings.,"Minnie's ears would likely be floppy, as she would have grown up around dogs whose ears are typically floppy.","Minnie would probably run away from cats, as she would be used to dogs and would view cats as potential predators."
gelman_wellman_1991,3,43,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,mouse_raised_by_dog,"There is a mouse named Minnie. Right after Minnie was born, when she was just a tiny baby mouse, she was taken to a farm that had dogs - lots of dogs. The dogs took care of Minnie. Minnie grew up on the farm with all the dogs, and she never saw another mouse.",categorization,"When Minnie gets to be a grown-up, what did her ears look like: were they round or were they floppy?","When Minnie gets to be a grown-up, her ears will be",behavior,Would Minnie run away from cats or chase cats?,"Between running away from cats and chasing cats, Minnie will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher round ears ratings.,"Minnie's ears would be floppy, since she grew up around dogs. Dogs typically have floppy ears, so Minnie's would likely be the same.",Minnie would more likely run away from cats than chase them. She grew up around dogs and so is used to being around animals that are larger than her. Cats would be foreign to her and may scare her.
gelman_wellman_1991,3,44,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,mouse_raised_by_dog,"There is a mouse named Minnie. Right after Minnie was born, when she was just a tiny baby mouse, she was taken to a farm that had dogs - lots of dogs. The dogs took care of Minnie. Minnie grew up on the farm with all the dogs, and she never saw another mouse.",categorization,"When Minnie gets to be a grown-up, what did her ears look like: were they round or were they floppy?","When Minnie gets to be a grown-up, her ears will be",behavior,Would Minnie run away from cats or chase cats?,"Between running away from cats and chasing cats, Minnie will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher round ears ratings.,"Minnie's ears would appear to be floppy, since she would have never experienced the need to use them for navigation as rodents typically do.","Minnie would likely chase cats, as she would see them as fellow predators."
gelman_wellman_1991,3,45,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,mouse_raised_by_dog,"There is a mouse named Minnie. Right after Minnie was born, when she was just a tiny baby mouse, she was taken to a farm that had dogs - lots of dogs. The dogs took care of Minnie. Minnie grew up on the farm with all the dogs, and she never saw another mouse.",categorization,"When Minnie gets to be a grown-up, what did her ears look like: were they round or were they floppy?","When Minnie gets to be a grown-up, her ears will be",behavior,Would Minnie run away from cats or chase cats?,"Between running away from cats and chasing cats, Minnie will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher round ears ratings.,Her ears look floppy.,She would most likely run away from cats.
gelman_wellman_1991,3,46,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,mouse_raised_by_dog,"There is a mouse named Minnie. Right after Minnie was born, when she was just a tiny baby mouse, she was taken to a farm that had dogs - lots of dogs. The dogs took care of Minnie. Minnie grew up on the farm with all the dogs, and she never saw another mouse.",categorization,"When Minnie gets to be a grown-up, what did her ears look like: were they round or were they floppy?","When Minnie gets to be a grown-up, her ears will be",behavior,Would Minnie run away from cats or chase cats?,"Between running away from cats and chasing cats, Minnie will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher round ears ratings.,"Minnie's ears would be floppy, since she grew up around dogs. Dogs' ears are typically floppy, so Minnie would likely have the same type of ears.","It is difficult to say definitively what Minnie would do around cats, since she has never been around them before. It is possible that she would be curiosity and want to chase them, or she may be frightened and try to run away."
gelman_wellman_1991,3,47,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,mouse_raised_by_dog,"There is a mouse named Minnie. Right after Minnie was born, when she was just a tiny baby mouse, she was taken to a farm that had dogs - lots of dogs. The dogs took care of Minnie. Minnie grew up on the farm with all the dogs, and she never saw another mouse.",categorization,"When Minnie gets to be a grown-up, what did her ears look like: were they round or were they floppy?","When Minnie gets to be a grown-up, her ears will be",behavior,Would Minnie run away from cats or chase cats?,"Between running away from cats and chasing cats, Minnie will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher round ears ratings.,"Minnie's ears would probably look floppy, since she grew up around dogs. Dogs typically have floppy ears, so Minnie's ears would likely be the same.","Minnie would likely run away from cats, as she would be unfamiliar with them."
gelman_wellman_1991,3,48,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,mouse_raised_by_dog,"There is a mouse named Minnie. Right after Minnie was born, when she was just a tiny baby mouse, she was taken to a farm that had dogs - lots of dogs. The dogs took care of Minnie. Minnie grew up on the farm with all the dogs, and she never saw another mouse.",categorization,"When Minnie gets to be a grown-up, what did her ears look like: were they round or were they floppy?","When Minnie gets to be a grown-up, her ears will be",behavior,Would Minnie run away from cats or chase cats?,"Between running away from cats and chasing cats, Minnie will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher round ears ratings.,"Since Minnie was raised by dogs, her ears likely became floppy like a dog's ears.",Minnie would probably chase cats since she was raised by dogs.
gelman_wellman_1991,3,49,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,mouse_raised_by_dog,"There is a mouse named Minnie. Right after Minnie was born, when she was just a tiny baby mouse, she was taken to a farm that had dogs - lots of dogs. The dogs took care of Minnie. Minnie grew up on the farm with all the dogs, and she never saw another mouse.",categorization,"When Minnie gets to be a grown-up, what did her ears look like: were they round or were they floppy?","When Minnie gets to be a grown-up, her ears will be",behavior,Would Minnie run away from cats or chase cats?,"Between running away from cats and chasing cats, Minnie will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher round ears ratings.,"Minnie's ears would likely be floppy, as she would have grown up around dogs whose ears are typically floppy.","It is unlikely that Minnie would run away from cats, as she would have been raised around dogs and would therefore be used to animals that are larger than her. It is also unlikely that she would chase cats, as she would have no reason to do so and would probably be more scared of them than anything else."
gelman_wellman_1991,3,50,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,mouse_raised_by_dog,"There is a mouse named Minnie. Right after Minnie was born, when she was just a tiny baby mouse, she was taken to a farm that had dogs - lots of dogs. The dogs took care of Minnie. Minnie grew up on the farm with all the dogs, and she never saw another mouse.",categorization,"When Minnie gets to be a grown-up, what did her ears look like: were they round or were they floppy?","When Minnie gets to be a grown-up, her ears will be",behavior,Would Minnie run away from cats or chase cats?,"Between running away from cats and chasing cats, Minnie will",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher round ears ratings.,"Minnie's ears would look floppy, since she grew up around dogs.","Minnie would run away from cats, as she is used to being around dogs and would feel more comfortable around them."
gelman_wellman_1991,3,1,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,rabbit_raised_by_monkey,"There is  a rabbit named Rabbit. Right after Rabbit was born, when he was just a tiny baby rabbit, he was taken to a farm that had monkeys - lots of monkeys. The monkeys took care of Rabbit. Rabbit grew up on the farm with all the monkeys, and he never saw another rabbit.",categorization,"When Rabbit gets to be a grown-up, what did his ears look like: were they long or were they short?","When Rabbit gets to be a grown-up, his ears will be",behavior,Would Rabbit rather have carrots or bananas?,"Between carrots and bananas, Rabbit will eat",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher long ears ratings.,"Rabbit's ears would likely be shorter than average, as he would not have been exposed to other rabbits and would not have been able to inherit the gene for long ears.","This is difficult to answer, as it would depend on what Rabbit was exposed to on the farm. If the monkeys ate mostly bananas, then Rabbit would probably prefer bananas. However, if the farm had mostly carrots, then Rabbit would probably prefer carrots."
gelman_wellman_1991,3,2,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,rabbit_raised_by_monkey,"There is  a rabbit named Rabbit. Right after Rabbit was born, when he was just a tiny baby rabbit, he was taken to a farm that had monkeys - lots of monkeys. The monkeys took care of Rabbit. Rabbit grew up on the farm with all the monkeys, and he never saw another rabbit.",categorization,"When Rabbit gets to be a grown-up, what did his ears look like: were they long or were they short?","When Rabbit gets to be a grown-up, his ears will be",behavior,Would Rabbit rather have carrots or bananas?,"Between carrots and bananas, Rabbit will eat",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher long ears ratings.,"Rabbit's ears would likely be shorter than average, as he would have been exposed to a lot of monkey vocalizations and not many rabbit vocalizations. This could result in his ears not developing as long as they would have if he had been raised around other rabbits.","It is difficult to say what Rabbit would rather have, as he may not have had much exposure to either food. If he was raised around monkeys, he may be more accustomed to eating bananas, as that is what monkeys eat. However, if he was given both options, he may prefer carrots, as they are more typically associated with rabbits."
gelman_wellman_1991,3,3,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,rabbit_raised_by_monkey,"There is  a rabbit named Rabbit. Right after Rabbit was born, when he was just a tiny baby rabbit, he was taken to a farm that had monkeys - lots of monkeys. The monkeys took care of Rabbit. Rabbit grew up on the farm with all the monkeys, and he never saw another rabbit.",categorization,"When Rabbit gets to be a grown-up, what did his ears look like: were they long or were they short?","When Rabbit gets to be a grown-up, his ears will be",behavior,Would Rabbit rather have carrots or bananas?,"Between carrots and bananas, Rabbit will eat",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher long ears ratings.,"Rabbit's ears would be long, since he was a bunny.","Rabbit would rather have carrots, since that is what bunnies typically eat."
gelman_wellman_1991,3,4,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,rabbit_raised_by_monkey,"There is  a rabbit named Rabbit. Right after Rabbit was born, when he was just a tiny baby rabbit, he was taken to a farm that had monkeys - lots of monkeys. The monkeys took care of Rabbit. Rabbit grew up on the farm with all the monkeys, and he never saw another rabbit.",categorization,"When Rabbit gets to be a grown-up, what did his ears look like: were they long or were they short?","When Rabbit gets to be a grown-up, his ears will be",behavior,Would Rabbit rather have carrots or bananas?,"Between carrots and bananas, Rabbit will eat",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher long ears ratings.,"Rabbit's ears would likely be long, as rabbits generally have long ears. However, since Rabbit grew up on a farm with monkeys, it is possible that his ears could be shorter than average, as monkeys generally have shorter ears.","There is no right or wrong answer to this question, as it depends on personal preference. Some rabbits might prefer carrots, while others might prefer bananas."
gelman_wellman_1991,3,5,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,rabbit_raised_by_monkey,"There is  a rabbit named Rabbit. Right after Rabbit was born, when he was just a tiny baby rabbit, he was taken to a farm that had monkeys - lots of monkeys. The monkeys took care of Rabbit. Rabbit grew up on the farm with all the monkeys, and he never saw another rabbit.",categorization,"When Rabbit gets to be a grown-up, what did his ears look like: were they long or were they short?","When Rabbit gets to be a grown-up, his ears will be",behavior,Would Rabbit rather have carrots or bananas?,"Between carrots and bananas, Rabbit will eat",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher long ears ratings.,"Rabbit's ears would likely be shorter than average, since he was raised among monkeys. Monkeys have shorter ears than rabbits, so Rabbit's ears would likely have been influenced by his early environment.","Since Rabbit was raised among monkeys, he would probably prefer bananas over carrots. Carrots are not a common food for monkeys, so Rabbit would not have been exposed to them as often as he would have been to bananas."
gelman_wellman_1991,3,6,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,rabbit_raised_by_monkey,"There is  a rabbit named Rabbit. Right after Rabbit was born, when he was just a tiny baby rabbit, he was taken to a farm that had monkeys - lots of monkeys. The monkeys took care of Rabbit. Rabbit grew up on the farm with all the monkeys, and he never saw another rabbit.",categorization,"When Rabbit gets to be a grown-up, what did his ears look like: were they long or were they short?","When Rabbit gets to be a grown-up, his ears will be",behavior,Would Rabbit rather have carrots or bananas?,"Between carrots and bananas, Rabbit will eat",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher long ears ratings.,"Rabbit's ears would likely be shorter than average, since he was raised among monkeys.","Rabbit would likely prefer carrots, as they are a more common food for rabbits."
gelman_wellman_1991,3,7,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,rabbit_raised_by_monkey,"There is  a rabbit named Rabbit. Right after Rabbit was born, when he was just a tiny baby rabbit, he was taken to a farm that had monkeys - lots of monkeys. The monkeys took care of Rabbit. Rabbit grew up on the farm with all the monkeys, and he never saw another rabbit.",categorization,"When Rabbit gets to be a grown-up, what did his ears look like: were they long or were they short?","When Rabbit gets to be a grown-up, his ears will be",behavior,Would Rabbit rather have carrots or bananas?,"Between carrots and bananas, Rabbit will eat",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher long ears ratings.,"Rabbit's ears would most likely be long, since he would have inherited the trait from his parents. However, since he was raised by monkeys, it is possible that his ears might be shorter than average due to the lack of exposure to other rabbits.","This is a difficult question to answer, as it would depend on what Rabbit was used to eating. If he was raised on a diet of bananas, then he would probably prefer bananas. However, if he was raised on a diet of carrots, then he would probably prefer carrots."
gelman_wellman_1991,3,8,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,rabbit_raised_by_monkey,"There is  a rabbit named Rabbit. Right after Rabbit was born, when he was just a tiny baby rabbit, he was taken to a farm that had monkeys - lots of monkeys. The monkeys took care of Rabbit. Rabbit grew up on the farm with all the monkeys, and he never saw another rabbit.",categorization,"When Rabbit gets to be a grown-up, what did his ears look like: were they long or were they short?","When Rabbit gets to be a grown-up, his ears will be",behavior,Would Rabbit rather have carrots or bananas?,"Between carrots and bananas, Rabbit will eat",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher long ears ratings.,Rabbit's ears looked like they were long.,Rabbit would rather have carrots than bananas.
gelman_wellman_1991,3,9,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,rabbit_raised_by_monkey,"There is  a rabbit named Rabbit. Right after Rabbit was born, when he was just a tiny baby rabbit, he was taken to a farm that had monkeys - lots of monkeys. The monkeys took care of Rabbit. Rabbit grew up on the farm with all the monkeys, and he never saw another rabbit.",categorization,"When Rabbit gets to be a grown-up, what did his ears look like: were they long or were they short?","When Rabbit gets to be a grown-up, his ears will be",behavior,Would Rabbit rather have carrots or bananas?,"Between carrots and bananas, Rabbit will eat",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher long ears ratings.,"Rabbit's ears would likely be short, as most rabbits have short ears. However, since Rabbit grew up on a farm with monkeys, it is possible that his ears were longer than average, as some monkeys have longer ears.","Rabbit would likely prefer carrots over bananas, as most rabbits enjoy eating carrots. However, since Rabbit grew up on a farm with monkeys, he may also enjoy eating bananas."
gelman_wellman_1991,3,10,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,rabbit_raised_by_monkey,"There is  a rabbit named Rabbit. Right after Rabbit was born, when he was just a tiny baby rabbit, he was taken to a farm that had monkeys - lots of monkeys. The monkeys took care of Rabbit. Rabbit grew up on the farm with all the monkeys, and he never saw another rabbit.",categorization,"When Rabbit gets to be a grown-up, what did his ears look like: were they long or were they short?","When Rabbit gets to be a grown-up, his ears will be",behavior,Would Rabbit rather have carrots or bananas?,"Between carrots and bananas, Rabbit will eat",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher long ears ratings.,"Rabbit's ears would likely be long, as most rabbits have long ears.","It is hard to say, as Rabbit has never tasted either food before. Perhaps he would prefer carrots, as they are a more traditional rabbit food, but he may also enjoy the sweetness of bananas."
gelman_wellman_1991,3,11,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,rabbit_raised_by_monkey,"There is  a rabbit named Rabbit. Right after Rabbit was born, when he was just a tiny baby rabbit, he was taken to a farm that had monkeys - lots of monkeys. The monkeys took care of Rabbit. Rabbit grew up on the farm with all the monkeys, and he never saw another rabbit.",categorization,"When Rabbit gets to be a grown-up, what did his ears look like: were they long or were they short?","When Rabbit gets to be a grown-up, his ears will be",behavior,Would Rabbit rather have carrots or bananas?,"Between carrots and bananas, Rabbit will eat",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher long ears ratings.,"Rabbit's ears would likely be long, as this is a common trait among rabbits. However, because he was raised by monkeys and never saw another rabbit, his ears may be a bit shorter than average.","This is a difficult question to answer, as it depends on what Rabbit is used to eating. If he was raised eating bananas, then he would probably prefer bananas. However, if he was raised eating carrots, then he would likely prefer carrots."
gelman_wellman_1991,3,12,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,rabbit_raised_by_monkey,"There is  a rabbit named Rabbit. Right after Rabbit was born, when he was just a tiny baby rabbit, he was taken to a farm that had monkeys - lots of monkeys. The monkeys took care of Rabbit. Rabbit grew up on the farm with all the monkeys, and he never saw another rabbit.",categorization,"When Rabbit gets to be a grown-up, what did his ears look like: were they long or were they short?","When Rabbit gets to be a grown-up, his ears will be",behavior,Would Rabbit rather have carrots or bananas?,"Between carrots and bananas, Rabbit will eat",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher long ears ratings.,"Rabbit's ears would look like those of a monkey instead of a rabbit, since he grew up around monkeys and never saw another rabbit. This means his ears would be long like a monkey's.",Rabbit would rather have carrots than bananas.
gelman_wellman_1991,3,13,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,rabbit_raised_by_monkey,"There is  a rabbit named Rabbit. Right after Rabbit was born, when he was just a tiny baby rabbit, he was taken to a farm that had monkeys - lots of monkeys. The monkeys took care of Rabbit. Rabbit grew up on the farm with all the monkeys, and he never saw another rabbit.",categorization,"When Rabbit gets to be a grown-up, what did his ears look like: were they long or were they short?","When Rabbit gets to be a grown-up, his ears will be",behavior,Would Rabbit rather have carrots or bananas?,"Between carrots and bananas, Rabbit will eat",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher long ears ratings.,"Rabbit's ears would likely look shorter than average, since he was raised around monkeys and didn't have other rabbits to compare himself to.","This is a difficult question to answer, as it would depend on Rabbit's personal preferences. If he was raised around monkeys and ate mostly bananas, he might prefer bananas. However, if he had the opportunity to try both carrots and bananas, he might prefer carrots."
gelman_wellman_1991,3,14,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,rabbit_raised_by_monkey,"There is  a rabbit named Rabbit. Right after Rabbit was born, when he was just a tiny baby rabbit, he was taken to a farm that had monkeys - lots of monkeys. The monkeys took care of Rabbit. Rabbit grew up on the farm with all the monkeys, and he never saw another rabbit.",categorization,"When Rabbit gets to be a grown-up, what did his ears look like: were they long or were they short?","When Rabbit gets to be a grown-up, his ears will be",behavior,Would Rabbit rather have carrots or bananas?,"Between carrots and bananas, Rabbit will eat",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher long ears ratings.,"His ears would likely be long, since rabbits are born with long ears.","Rabbit would probably rather have carrots, since that is their natural diet."
gelman_wellman_1991,3,15,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,rabbit_raised_by_monkey,"There is  a rabbit named Rabbit. Right after Rabbit was born, when he was just a tiny baby rabbit, he was taken to a farm that had monkeys - lots of monkeys. The monkeys took care of Rabbit. Rabbit grew up on the farm with all the monkeys, and he never saw another rabbit.",categorization,"When Rabbit gets to be a grown-up, what did his ears look like: were they long or were they short?","When Rabbit gets to be a grown-up, his ears will be",behavior,Would Rabbit rather have carrots or bananas?,"Between carrots and bananas, Rabbit will eat",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher long ears ratings.,"The ears of a rabbit generally grow to be about 4 inches long. However, since Rabbit grew up on a farm with monkeys, it is possible that his ears may have been shorter due to monkey interference.","Rabbit would most likely prefer carrots over bananas. Carrots are a common food for rabbits, and they are packed with nutrients that are essential for a healthy diet. Bananas, on the other hand, are not a common food for rabbits. While they are not harmful to rabbits, they are not as nutrient-rich as carrots."
gelman_wellman_1991,3,16,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,rabbit_raised_by_monkey,"There is  a rabbit named Rabbit. Right after Rabbit was born, when he was just a tiny baby rabbit, he was taken to a farm that had monkeys - lots of monkeys. The monkeys took care of Rabbit. Rabbit grew up on the farm with all the monkeys, and he never saw another rabbit.",categorization,"When Rabbit gets to be a grown-up, what did his ears look like: were they long or were they short?","When Rabbit gets to be a grown-up, his ears will be",behavior,Would Rabbit rather have carrots or bananas?,"Between carrots and bananas, Rabbit will eat",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher long ears ratings.,"Rabbit's ears would likely be shorter than average, since he was raised among monkeys.","This is a difficult question to answer, as it would depend on what Rabbit was exposed to while growing up. If he was mostly around monkeys who ate bananas, then he would probably prefer bananas. However, if he was exposed to both monkeys and rabbits who ate carrots, he might prefer carrots."
gelman_wellman_1991,3,17,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,rabbit_raised_by_monkey,"There is  a rabbit named Rabbit. Right after Rabbit was born, when he was just a tiny baby rabbit, he was taken to a farm that had monkeys - lots of monkeys. The monkeys took care of Rabbit. Rabbit grew up on the farm with all the monkeys, and he never saw another rabbit.",categorization,"When Rabbit gets to be a grown-up, what did his ears look like: were they long or were they short?","When Rabbit gets to be a grown-up, his ears will be",behavior,Would Rabbit rather have carrots or bananas?,"Between carrots and bananas, Rabbit will eat",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher long ears ratings.,"Rabbit's ears would likely be shorter than those of other rabbits, since he was raised among monkeys and didn't have any other rabbits to compare himself to.","Rabbit would likely prefer carrots over bananas, as they are typically part of a rabbit's diet."
gelman_wellman_1991,3,18,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,rabbit_raised_by_monkey,"There is  a rabbit named Rabbit. Right after Rabbit was born, when he was just a tiny baby rabbit, he was taken to a farm that had monkeys - lots of monkeys. The monkeys took care of Rabbit. Rabbit grew up on the farm with all the monkeys, and he never saw another rabbit.",categorization,"When Rabbit gets to be a grown-up, what did his ears look like: were they long or were they short?","When Rabbit gets to be a grown-up, his ears will be",behavior,Would Rabbit rather have carrots or bananas?,"Between carrots and bananas, Rabbit will eat",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher long ears ratings.,"Rabbit's ears would have looked short, since he was never around other rabbits to learn that their ears are supposed to be long.","Rabbit would rather have carrots, since that is what he is used to eating."
gelman_wellman_1991,3,19,nature_nurture,environment,"2*(condition: category control, upbringing control) x 2*(question type: behavior, physical feature) ANOVA",glm(response ~ condition type*question type),True,rabbit_raised_by_monkey,"There is  a rabbit named Rabbit. Right after Rabbit was born, when he was just a tiny baby rabbit, he was taken to a farm that had monkeys - lots of monkeys. The monkeys took care of Rabbit. Rabbit grew up on the farm with all the monkeys, and he never saw another rabbit.",categorization,"When Rabbit gets to be a grown-up, what did his ears look like: were they long or were they short?","When Rabbit gets to be a grown-up, his ears will be",behavior,Would Rabbit rather have carrots or bananas?,"Between carrots and bananas, Rabbit will eat",,,,,,,,,,,,,,,,,Members of a category share something like an innate or intrinsic potential that will be realized even when an animal is reared by members of a different species. There will be higher long ears ratings.,"Rabbit's ears would likely be shorter than those of other rabbits, since he was raised among monkeys and didn't have other rabbits to compare himself to.","Rabbit would likely prefer carrots over bananas, as carrots are a typical food for rabbits."
