,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,telo_condition,whose_telo,scenario_1,scenario_2,question,question_mask,bloom_response_scenario_1,bloom_response_scenario_1_retrieved,bloom_response_scenario_2,bloom_response_scenario_2_retrieved
122,artifacts,a_7_lb_3,1,lotion_to_bed_app_new_telo_preserved,lotion_to_bed,lotion,bed,new,bed,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a bed.",Is the thing after the special operation lotion or a bed?,The thing after the special operation is,a bed. Lotion is,bed,a bed. A bed is,bed
122,artifacts,a_7_lb_3,2,lotion_to_bed_app_new_telo_preserved,lotion_to_bed,lotion,bed,new,bed,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a bed.",Is the thing after the special operation lotion or a bed?,The thing after the special operation is,a bed. It looks like,bed,"a bed.
Reason:",bed
122,artifacts,a_7_lb_3,3,lotion_to_bed_app_new_telo_preserved,lotion_to_bed,lotion,bed,new,bed,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a bed.",Is the thing after the special operation lotion or a bed?,The thing after the special operation is,a bed. In this case,bed,"a bed, because the scientists",bed
122,artifacts,a_7_lb_3,4,lotion_to_bed_app_new_telo_preserved,lotion_to_bed,lotion,bed,new,bed,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a bed.",Is the thing after the special operation lotion or a bed?,The thing after the special operation is,a bed because it has the,bed,a bed. It is a,bed
122,artifacts,a_7_lb_3,5,lotion_to_bed_app_new_telo_preserved,lotion_to_bed,lotion,bed,new,bed,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a bed.",Is the thing after the special operation lotion or a bed?,The thing after the special operation is,"a bed, but you should",bed,a bed. Because it is,bed
123,artifacts,a_7_lb_4,1,lotion_to_bed_app_new_telo_changed,lotion_to_bed,lotion,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation lotion or a bed?,The thing after the special operation is,a bed. The operation was,bed,"a bed, but not a",bed
123,artifacts,a_7_lb_4,2,lotion_to_bed_app_new_telo_changed,lotion_to_bed,lotion,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation lotion or a bed?,The thing after the special operation is,a bed. According to the,bed,床. It has a function,unsure
123,artifacts,a_7_lb_4,3,lotion_to_bed_app_new_telo_changed,lotion_to_bed,lotion,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation lotion or a bed?,The thing after the special operation is,a bed. The scientists changed,bed,a bed. But I’m not,bed
123,artifacts,a_7_lb_4,4,lotion_to_bed_app_new_telo_changed,lotion_to_bed,lotion,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation lotion or a bed?,The thing after the special operation is,"a bed, because it provides",bed,a bed. The thing after,bed
123,artifacts,a_7_lb_4,5,lotion_to_bed_app_new_telo_changed,lotion_to_bed,lotion,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only provided a place to sleep. After the special procedure, the thing looked like a bed.",Is the thing after the special operation lotion or a bed?,The thing after the special operation is,a bed because it is used,bed,a bed. I am going,bed
124,artifacts,a_8_lm_1,1,lotion_to_microwave_app_original_telo_preserved,lotion_to_microwave,lotion,microwave,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,a microwave. Because the thing,microwave,lotion because the scientists said,lotion
124,artifacts,a_8_lm_1,2,lotion_to_microwave_app_original_telo_preserved,lotion_to_microwave,lotion,microwave,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,a microwave. The word lot,microwave,lotion. Because the thing,lotion
124,artifacts,a_8_lm_1,3,lotion_to_microwave_app_original_telo_preserved,lotion_to_microwave,lotion,microwave,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,lotion. I think the,lotion,a microwave. Lotion is,microwave
124,artifacts,a_8_lm_1,4,lotion_to_microwave_app_original_telo_preserved,lotion_to_microwave,lotion,microwave,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,lotion. Because microwave can,lotion,a microwave because it can be,microwave
124,artifacts,a_8_lm_1,5,lotion_to_microwave_app_original_telo_preserved,lotion_to_microwave,lotion,microwave,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,lotion. I think lot,lotion,lotion because it looks like,lotion
125,artifacts,a_8_lm_2,1,lotion_to_microwave_app_original_telo_changed,lotion_to_microwave,lotion,microwave,original,lotion,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,"microwave, not lotion.",microwave,"lotion.
Lotion is",lotion
125,artifacts,a_8_lm_2,2,lotion_to_microwave_app_original_telo_changed,lotion_to_microwave,lotion,microwave,original,lotion,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,a microwave. The special operation,microwave,a microwave. In the first,microwave
125,artifacts,a_8_lm_2,3,lotion_to_microwave_app_original_telo_changed,lotion_to_microwave,lotion,microwave,original,lotion,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,"a microwave.
Reason:",microwave,microwave because it heats up,microwave
125,artifacts,a_8_lm_2,4,lotion_to_microwave_app_original_telo_changed,lotion_to_microwave,lotion,microwave,original,lotion,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,"microwave.
My Answer: I",microwave,microwave. Because microwave can heat,microwave
125,artifacts,a_8_lm_2,5,lotion_to_microwave_app_original_telo_changed,lotion_to_microwave,lotion,microwave,original,lotion,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,"lotion, because lotion",lotion,"microwave, not lotion.",microwave
126,artifacts,a_8_lm_3,1,lotion_to_microwave_app_new_telo_preserved,lotion_to_microwave,lotion,microwave,new,microwave,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,lotion because the thing after,lotion,"a microwave.
Explanation:",microwave
126,artifacts,a_8_lm_3,2,lotion_to_microwave_app_new_telo_preserved,lotion_to_microwave,lotion,microwave,new,microwave,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,a microwave. Because the thing,microwave,lotion. This is because,lotion
126,artifacts,a_8_lm_3,3,lotion_to_microwave_app_new_telo_preserved,lotion_to_microwave,lotion,microwave,new,microwave,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,microwave because microwave is a device,microwave,lotion. The thing is,lotion
126,artifacts,a_8_lm_3,4,lotion_to_microwave_app_new_telo_preserved,lotion_to_microwave,lotion,microwave,new,microwave,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,"lotion, because the definition",lotion,"a microwave, not lotion",microwave
126,artifacts,a_8_lm_3,5,lotion_to_microwave_app_new_telo_preserved,lotion_to_microwave,lotion,microwave,new,microwave,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,a microwave. Because a lot,microwave,lotion. A microwave is,lotion
127,artifacts,a_8_lm_4,1,lotion_to_microwave_app_new_telo_changed,lotion_to_microwave,lotion,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,"lotion. After all,",lotion,lotion because it looks like,lotion
127,artifacts,a_8_lm_4,2,lotion_to_microwave_app_new_telo_changed,lotion_to_microwave,lotion,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,"microwave, because the thing looks",microwave,lotion because it doesn’t moist,lotion
127,artifacts,a_8_lm_4,3,lotion_to_microwave_app_new_telo_changed,lotion_to_microwave,lotion,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,lotion. A microwave is,lotion,lotion. Lotions are,lotion
127,artifacts,a_8_lm_4,4,lotion_to_microwave_app_new_telo_changed,lotion_to_microwave,lotion,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,a microwave. Lotion is,microwave,a microwave because it is a,microwave
127,artifacts,a_8_lm_4,5,lotion_to_microwave_app_new_telo_changed,lotion_to_microwave,lotion,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a microwave. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only heated up food. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation lotion or a microwave?,The thing after the special operation is,"a microwave.
The very first",microwave,a microwave. Because lotion,microwave
128,artifacts,a_9_lk_1,1,lotion_to_keychain_app_original_telo_preserved,lotion_to_keychain,lotion,keychain,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a keychain?,The thing after the special operation is,a keychain. The reason,keychain,lotion because the operation didn’t,lotion
128,artifacts,a_9_lk_1,2,lotion_to_keychain_app_original_telo_preserved,lotion_to_keychain,lotion,keychain,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a keychain?,The thing after the special operation is,keychain. The operation is,keychain,"lotion.
I think the",lotion
128,artifacts,a_9_lk_1,3,lotion_to_keychain_app_original_telo_preserved,lotion_to_keychain,lotion,keychain,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a keychain?,The thing after the special operation is,keychain. If it was,keychain,"keychain, because it looks",keychain
128,artifacts,a_9_lk_1,4,lotion_to_keychain_app_original_telo_preserved,lotion_to_keychain,lotion,keychain,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a keychain?,The thing after the special operation is,keychain. Because it is,keychain,a keychain because it holds,keychain
128,artifacts,a_9_lk_1,5,lotion_to_keychain_app_original_telo_preserved,lotion_to_keychain,lotion,keychain,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a keychain?,The thing after the special operation is,a keychain because it is,keychain,a keychain. After the,keychain
129,artifacts,a_9_lk_2,1,lotion_to_keychain_app_original_telo_changed,lotion_to_keychain,lotion,keychain,original,lotion,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only held keys. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a keychain?,The thing after the special operation is,"a keychain.
The key",keychain,"a keychain.
I think",keychain
129,artifacts,a_9_lk_2,2,lotion_to_keychain_app_original_telo_changed,lotion_to_keychain,lotion,keychain,original,lotion,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only held keys. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a keychain?,The thing after the special operation is,a keychain. Because the,keychain,a keychain. Because the,keychain
129,artifacts,a_9_lk_2,3,lotion_to_keychain_app_original_telo_changed,lotion_to_keychain,lotion,keychain,original,lotion,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only held keys. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a keychain?,The thing after the special operation is,a keychain because it only,keychain,keychain. Because the thing,keychain
129,artifacts,a_9_lk_2,4,lotion_to_keychain_app_original_telo_changed,lotion_to_keychain,lotion,keychain,original,lotion,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only held keys. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a keychain?,The thing after the special operation is,"a keychain, because the",keychain,keychain. Because the scientists,keychain
129,artifacts,a_9_lk_2,5,lotion_to_keychain_app_original_telo_changed,lotion_to_keychain,lotion,keychain,original,lotion,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only held keys.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure didn’t moisturize and soften the skin. Instead, it only held keys. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a keychain?,The thing after the special operation is,keychain. According to the,keychain,"a keychain. Because,",keychain
130,artifacts,a_9_lk_3,1,lotion_to_keychain_app_new_telo_preserved,lotion_to_keychain,lotion,keychain,new,keychain,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation lotion or a keychain?,The thing after the special operation is,"a keychain, because it",keychain,keychain because the thing is,keychain
130,artifacts,a_9_lk_3,2,lotion_to_keychain_app_new_telo_preserved,lotion_to_keychain,lotion,keychain,new,keychain,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only moisturized and softened the skin. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation lotion or a keychain?,The thing after the special operation is,a keychain. The original,keychain,lotion because the thing after,lotion
