paper,study,type,type_category,stat_test_original,stat_test_new,is_natural_kind,condition,mask_pred_1,mask_pred_2,scenario_1,question_1_1_type,question_1_1_text,question_1_1_mask,question_1_2_type,question_1_2_text,question_1_2_mask,question_1_3_type,question_1_3_text,question_1_3_mask,question_1_4_type,question_1_4_text,question_1_4_mask,question_1_5_type,question_1_5_text,question_1_5_mask,question_1_6_type,question_1_6_text,question_1_6_mask,scenario_2,question_2_1_type,question_2_1_text,question_2_1_mask,hypotheses
waxman_2007,1,mixed,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),TRUE,cow_raised_by_pig,cow,pig,"One day a cow gave birth to a little baby. Right after the baby was born, the cow died without ever seeing the baby. The baby was found and taken right away to live with pigs in a place where there are lots of pigs. The pigs took care of the baby the whole time that the baby was growing up. The baby grew up with pigs and never saw another cow again. Now the baby is all grown up, and I’m going to ask some questions about what it’s like as an adult.",categorization,"Now that the baby is all grown up, what kind of animal is it? Is it a cow or pig?","Now that the baby is all grown up, it is a",familiar_behavior,"The cow mooed, and the pig oinked. When the baby is all grown up, will it moo like a cow or oink like a pig?","The cow mooed, and the pig oinked. When the baby is all grown up, it will",novel_behavior,"The cow ran after chickens, and the pig ran after ducks. When the baby is all grown up, will it run after chickens like a cow or after ducks like a pig?","The cow ran after chickens, and the pig ran after ducks. When the baby is all grown up, it will",familiar_physical_property,"The cow had a straight tail and the pig had a curly tail. When the baby is all grown up, will it have a straight tail like a cow or a curly tail like a pig?","The cow had a straight tail and the pig had a curly tail. When the baby is all grown up, it will have",novel_physical_property,"The cow's heart got flatter when it sleeps, and the pig's heart got rounder when it sleeps. When the baby is all grown up, when it sleeps does its heart get flatter like the one of the cow or get rounder like the one of the pig?","The cow’s heart got flatter when it sleeps, and the pig’s heart got rounder when it sleeps. When the baby is all grown up, when it sleeps, its heart gets",control,"When the baby was growing up, did it eat with animals that looked like a cow or animals that looked like a pig?","When the baby was growing up, it ate with animals that looked like","When the baby was growing up, it became sick. A doctor came and, with a needle, took out all of the old blood that the baby got from its mother cow when it was born. The doctor then went to the animal that was taking care of the baby, which was the pig, and took some of its blood to give to the baby. So the baby got all new blood like the blood of the pig.",categorization_after_transmission,"Now that the baby is all grown up, what kind of animal is it? Is it a cow or pig?","Now that the baby is all grown up, it is a","Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood."
waxman_2007,1,mixed,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),TRUE,pigeon_raised_by_turkey,pigeon,turkey,"One day a pigeon gave birth to a little baby. Right after the baby was born, the pigeon died without ever seeing the baby. The baby was found and taken right away to live with turkeys in a place where there are lots of turkeys. The turkeys took care of the baby the whole time that the baby was growing up. The baby grew up with turkeys and never saw another pigeon again. Now the baby is all grown up, and I’m going to ask some questions about what it’s like as an adult.",categorization,"Now that the baby is all grown up, what kind of animal is it? Is it a pigeon or turkey?","Now that the baby is all grown up, it is a",familiar_behavior,"The pigeon was very used to flying, and the turkey was very used to walking on the ground. When the baby is all grown up, will it be used to flying like a pigeon or walking on the ground like a turkey?","The pigeon was very used to flying, and the turkey was very used to walking on the ground. When the baby is all grown up, it will",novel_behavior,"The pigeon stopped when it saw a maple tree , and the turkey stopped when it saw an oak tree. When the baby is all grown up, will it stop when it sees a maple tree like a pigeon or when it sees an oak tree like a turkey?","The pigeon stopped when it saw a maple tree , and the turkey stopped when it saw an oak tree. When the baby is all grown up, it will",familiar_physical_property,"The pigeon had a short neck and the turkey had a long neck. When the baby is all grown up, will it have a short neck like a pigeon or a long neck like a turkey?","The pigeon had a short neck and the turkey had a long neck. When the baby is all grown up, it will have",novel_physical_property,"The pigeon's stomach got harder when it sleeps., and the turkey's stomach got softer when it sleeps. When the baby is all grown up, when it sleeps does its stomach get harder like the one of the pigeon or get softer like the one of the turkey?","The pigeon’s stomach got harder when it sleeps., and the turkey’s stomach got softer when it sleeps. When the baby is all grown up, when it sleeps, its stomach gets",control,"When the baby was growing up, did it eat with animals that looked like a pigeon or animals that looked like a turkey?","When the baby was growing up, it ate with animals that looked like","When the baby was growing up, it became sick. A doctor came and, with a needle, took out all of the old blood that the baby got from its mother pigeon when it was born. The doctor then went to the animal that was taking care of the baby, which was the turkey, and took some of its blood to give to the baby. So the baby got all new blood like the blood of the turkey.",categorization_after_transmission,"Now that the baby is all grown up, what kind of animal is it? Is it a pigeon or turkey?","Now that the baby is all grown up, it is a","Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood."
waxman_2007,1,mixed,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),TRUE,turtle_raised_by_toad,turtle,toad,"One day a turtle gave birth to a little baby. Right after the baby was born, the turtle died without ever seeing the baby. The baby was found and taken right away to live with toads in a place where there are lots of toads. The toads took care of the baby the whole time that the baby was growing up. The baby grew up with toads and never saw another turtle again. Now the baby is all grown up, and I’m going to ask some questions about what it’s like as an adult.",categorization,"Now that the baby is all grown up, what kind of animal is it? Is it a turtle or toad?","Now that the baby is all grown up, it is a",familiar_behavior,"The turtle walked slowly, and the toad hopped. When the baby is all grown up, will it walk slowly like a turtle or hop like a toad?","The turtle walked slowly, and the toad hopped. When the baby is all grown up, it will",novel_behavior,"The turtle opened its eyes when it was afraid, and the toad closed its eyes when it was afraid.  When the baby is all grown up, will it open its eyes when it’s afraid like a turtle or close its eyes when it’s afraid like a toad?","The turtle opened its eyes when it was afraid, and the toad closed its eyes when it was afraid.  When the baby is all grown up, it will",familiar_physical_property,"The turtle had a shell on its back and the toad had warts on its back. When the baby is all grown up, will it have a shell like a turtle or warts like a toad on its back?","The turtle had a shell on its back and the toad had warts on its back. When the baby is all grown up, it will have",novel_physical_property,"The turtle's blood becomes thick and sticky when it sleeps, and the toad's blood becomes thin and watery when it sleeps. When the baby is all grown up, when it sleeps does its blood become thick and sticky like the one of the turtle or thin and watery like the one of the toad?","The turtle’s blood becomes thick and sticky when it sleeps, and the toad’s blood becomes thin and watery when it sleeps. When the baby is all grown up, when it sleeps, its blood becomes",control,"When the baby was growing up, did it eat with animals that looked like a turtle or animals that looked like a toad?","When the baby was growing up, it ate with animals that looked like","When the baby was growing up, it became sick. A doctor came and, with a needle, took out all of the old blood that the baby got from its mother turtle when it was born. The doctor then went to the animal that was taking care of the baby, which was the toad, and took some of its blood to give to the baby. So the baby got all new blood like the blood of the toad.",categorization_after_transmission,"Now that the baby is all grown up, what kind of animal is it? Is it a turtle or toad?","Now that the baby is all grown up, it is a","Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood."
waxman_2007,2,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),TRUE,cow_raised_by_pig,cow,pig,"One day a cow gave birth to a little baby. Right after the baby was born, the cow died without ever seeing the baby. The baby was found and taken right away to live with pigs in a place where there are lots of pigs. The pigs took care of the baby the whole time that the baby was growing up. The baby grew up with pigs and never saw another cow again. Now the baby is all grown up, and I’m going to ask some questions about what it’s like as an adult.",categorization,"Now that the baby is all grown up, what kind of animal is it? Is it a cow or pig?","Now that the baby is all grown up, it is a",familiar_behavior,"The cow mooed, and the pig oinked. When the baby is all grown up, will it moo like a cow or oink like a pig?","The cow mooed, and the pig oinked. When the baby is all grown up, it will",novel_behavior,"The cow ate a lot when it was cold, and the pig ate very little when it was cold. When the baby is all grown up, when it is cold will it eat a lot like a cow or eat very little like a pig?","The cow ate a lot when it was cold, and the pig ate very little when it was cold. When the baby is all grown up, it will",familiar_physical_property,"The cow had a straight tail and the pig had a curly tail. When the baby is all grown up, will it have a straight tail like a cow or curly tail like a pig?","The cow had a straight tail and the pig had a curly tail. When the baby is all grown up, it will have",novel_physical_property,"The cow had 10 bones in its foot, and the pig had 4 bones in its foot. When the baby is all grown up, will it have 10 bones in its foot like the cow or 4 bones in its foot like the pig?","The cow had 10 bones in its foot, and the pig had 4 bones in its foot. When the baby is all grown up, it will have",control,"When the baby was growing up, did it eat with animals that looked like a cow or animals that looked like a pig?","When the baby was growing up, it ate with animals that looked like",,,,"Now that the baby is all grown up, it is a","Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood."
waxman_2007,2,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),TRUE,cardinal_raised_by_seagull,cardinal,seagull,"One day a cardinal gave birth to a little baby. Right after the baby was born, the cardinal died without ever seeing the baby. The baby was found and taken right away to live with seagulls in a place where there are lots of seagulls. The seagulls took care of the baby the whole time that the baby was growing up. The baby grew up with seagulls and never saw another cardinal again. Now the baby is all grown up, and I’m going to ask some questions about what it’s like as an adult.",categorization,"Now that the baby is all grown up, what kind of animal is it? Is it a cardinal or seagull?","Now that the baby is all grown up, it is a",familiar_behavior,"The cardinal ate seeds, and the seagull ate little fish. When the baby is all grown up, will it eat seeds like a cardinal or eat little fish like a seagull?","The cardinal ate seeds, and the seagull ate little fish. When the baby is all grown up, it will",novel_behavior,"The cardinal sat on the eggs but kept very very still after it laid its eggs, and the seagull sat on the eggs but turned them over every hour after it laid its eggs. When the baby is all grown up, after it lays its eggs, will it sit on the eggs and keep very very still like a cardinal or sit on the eggs but turn them over every hour like a seagull?","The cardinal sat on the eggs but kept very very still after it laid its eggs, and the seagull sat on the eggs but turned them over every hour after it laid its eggs. When the baby is all grown up, after it lays its eggs, it will",familiar_physical_property,"The cardinal was bright red, and the seagull was white and gray. When the baby is all grown up, will it be bright red like a cardinal or white and gray like a seagull?","The cardinal was bright red, and the seagull was white and gray. When the baby is all grown up, it will be",novel_physical_property,"The cardinal had a brown omentum inside it, and the seagull had a yellow omentum inside it. When the baby is all grown up, will it have a brown omentum inside it like a cardinal or a yellow omentum inside it like a seagull?","The cardinal had a brown omentum inside it, and the seagull had a yellow omentum inside it. When the baby is all grown up, it will have",control,"When the baby was growing up, did it eat with animals that looked like a cardinal or animals that looked like a seagull?","When the baby was growing up, it ate with animals that looked like",,,,"Now that the baby is all grown up, it is a","Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood."
waxman_2007,2,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),TRUE,turtle_raised_by_toad,turtle,toad,"One day a turtle gave birth to a little baby. Right after the baby was born, the turtle died without ever seeing the baby. The baby was found and taken right away to live with toads in a place where there are lots of toads. The toads took care of the baby the whole time that the baby was growing up. The baby grew up with toads and never saw another turtle again. Now the baby is all grown up, and I’m going to ask some questions about what it’s like as an adult.",categorization,"Now that the baby is all grown up, what kind of animal is it? Is it a turtle or toad?","Now that the baby is all grown up, it is a",familiar_behavior,"The turtle walked slowly, and the toad hopped. When the baby is all grown up, will it walk slowly like a turtle or hop like a toad?","The turtle walked slowly, and the toad hopped. When the baby is all grown up, it will",novel_behavior,"The turtle went away as fast as it could when it saw something scary, and the toad stopped and played dead when it saw something scary. When the baby is all grown up, when it sees something scary will it run away as fast as it can like a turtle or stop and play dead like a toad?","The turtle went away as fast as it could when it saw something scary, and the toad stopped and played dead when it saw something scary. When the baby is all grown up, when it sees something scary, it will",familiar_physical_property,"The turtle had a smooth hard shell and the toad had soft bumpy skin. When the baby is all grown up, will it have a smooth hard shell like a turtle or soft bumpy skin like a toad?","The turtle had a smooth hard shell and the toad had soft bumpy skin. When the baby is all grown up, it will have",novel_physical_property,"The turtle had a long sclerema inside it, and the toad had a short sclerema inside it. When the baby is all grown up, will it have a long sclerema inside it like a turtle or a short sclerema inside it like a toad?","The turtle had a long sclerema inside it, and the toad had a short sclerema inside it. When the baby is all grown up, it will have",control,"When the baby was growing up, did it eat with animals that looked like a turtle or animals that looked like a toad?","When the baby was growing up, it ate with animals that looked like",,,,"Now that the baby is all grown up, it is a","Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood."
waxman_2007,3,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),TRUE,rabbit_raised_by_raccoons_blood,rabbit,raccoon,"One day a rabbit gave birth to a little baby. Right after the baby was born, the rabbit died without ever seeing the baby. The baby was found by some raccoons and brought home by the raccoons to live with them in a place where there were lots of raccoons. The baby grew up with raccoons and never saw another rabbit again. And there was one raccoon that took special care of the baby the whole time that the baby was growing up. One day, the baby became sick. To make the baby well again, a doctor came to change the baby's blood. So the doctor took out all the blood that came from the rabbit from when it was born, and then the doctor put in some blood from the raccoon that took special care of the baby while it was growing up. So, then the baby had blood like the blood of the raccoon. Remember, the rabbit gave birth to the baby, and the baby grew up with the raccoon.",categorization_blood_transfusion,"So, when the baby was all grown up, what kind of animal was it? Is it a rabbit or raccoon?","So, when the baby was all grown up, it is a",,,,,,,,,,,,,,,,,,,,"Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood."
waxman_2007,3,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),TRUE,rabbit_raised_by_raccoons,rabbit,raccoon,"One day a rabbit gave birth to a little baby. Right after the baby was born, the rabbit died without ever seeing the baby. The baby was found by some raccoons and brought home by the raccoons to live with them in a place where there were lots of raccoons. The baby grew up with raccoons and never saw another rabbit again. And there was one raccoon that took special care of the baby the whole time that the baby was growing up. The raccoon snuggled with the baby every night, and the baby slept right next to her and cuddled up to her. Whenever the baby was hungry, she gave the baby milk from her own body(nursing), and whenever the baby was scared, she ran over to cuddle with her, and she would take care of the baby until the baby felt all better. Remember, the rabbit gave birth to the baby, and the baby grew up with the raccoon.",categorization_after_nurture,"So, when the baby was all grown up, what kind of animal was it? Is it a rabbit or raccoon?","So, when the baby was all grown up, it is a",,,,,,,,,,,,,,,,,,,,"Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood."
waxman_2007,3,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),TRUE,deer_raised_by_sheep_blood,deer,sheep,"One day a deer gave birth to a little baby. Right after the baby was born, the deer died without ever seeing the baby. The baby was found by some sheeps and brought home by the sheeps to live with them in a place where there were lots of sheeps. The baby grew up with sheeps and never saw another deer again. And there was one sheep that took special care of the baby the whole time that the baby was growing up. One day, the baby became sick. To make the baby well again, a doctor came to change the baby's blood. So the doctor took out all the blood that came from the deer from when it was born, and then the doctor put in some blood from the sheep that took special care of the baby while it was growing up. So, then the baby had blood like the blood of the sheep. Remember, the deer gave birth to the baby, and the baby grew up with the sheep.",categorization_blood_transfusion,"So, when the baby was all grown up, what kind of animal was it? Is it a deer or sheep?","So, when the baby was all grown up, it is a",,,,,,,,,,,,,,,,,,,,"Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood."
waxman_2007,3,nature_nurture,environment,"2*(property type: physical, behavioral) x 2*(familiarity: familiar, novel) x community (native american, rural) ANOVA",glm(response ~ property type*familiarity),TRUE,deer_raised_by_sheep,deer,sheep,"One day a deer gave birth to a little baby. Right after the baby was born, the deer died without ever seeing the baby. The baby was found by some sheeps and brought home by the sheeps to live with them in a place where there were lots of sheeps. The baby grew up with sheeps and never saw another deer again. And there was one sheep that took special care of the baby the whole time that the baby was growing up.The sheep snuggled with the baby every night, and the baby slept right next to her and cuddled up to her. Whenever the baby was hungry, she gave the baby milk from her own body(nursing), and whenever the baby was scared, she ran over to cuddle with her, and she would take care of the baby until the baby felt all better. Remember, the deer gave birth to the baby, and the baby grew up with the sheep.",categorization_after_nurture,"So, when the baby was all grown up, what kind of animal was it? Is it a deer or sheep?","So, when the baby was all grown up, it is a",,,,,,,,,,,,,,,,,,,,"Biological inheritance has a stronger impact on categorization than nurtured environment, birth bias is stronger for physical properties than behavorial properties. Blood transmission is not sufficient to change kindhood."
hampton_2007,3,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),TRUE,worm_mutated_to_snail_offspring,worm,snail,"There was an animal with a segmented body with no arms or legs, and it burrowed into the soil sometimes. The animal looked and acted just like a worm. One day, as a result of toxic contamination of its environment, the animal began to change. It began to carry a small shell around on its back, grew two short antennae from its head, and left a slimy trail wherever it went. Finally, it looked and acted just like a snail. When it mated, the offspring looked and acted just like worms.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a worm or a snail?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a worm or a snail?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a worm or a snail?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a worm or a snail?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition."
hampton_2007,3,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),TRUE,worm_matured_to_snail_offspring,worm,snail,"There was an animal with a segmented body with no arms or legs, and it burrowed into the soil sometimes. The animal looked and acted just like a worm. One day, as a result of natural developmental processes, the animal began to change. It began to carry a small shell around on its back, grew two short antennae from its head, and left a slimy trail wherever it went. Finally, it looked and acted just like a snail. When it mated, the offspring looked and acted just like worms.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a worm or a snail?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a worm or a snail?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a worm or a snail?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a worm or a snail?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition."
hampton_2007,3,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),TRUE,snake_mutated_to_lizard_offspring,snake,lizard,"There was an animal with sharp front fangs, scaly skin, and a forked tongue. It looked and acted just like a snake. One day, as a result of toxic contamination of its environment, the animal began to change. It grew four legs, shed its fangs, and its tongue became sticky. The animal ended up looking and acting just like a lizard. After a while it mated, and the offspring looked and acted just like snakes.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a snake or a lizard?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a snake or a lizard?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a snake or a lizard?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a snake or a lizard?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition."
hampton_2007,3,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),TRUE,snake_matured_to_lizard_offspring,snake,lizard,"There was an animal with sharp front fangs, scaly skin, and a forked tongue. It looked and acted just like a snake. One day, as a result of natural developmental processes, the animal began to change. It grew four legs, shed its fangs, and its tongue became sticky. The animal ended up looking and acting just like a lizard. After a while it mated, and the offspring looked and acted just like snakes.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a snake or a lizard?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a snake or a lizard?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a snake or a lizard?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a snake or a lizard?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition."
hampton_2007,3,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),TRUE,hummingbird_mutated_to_bee_offspring,hummingbird,bee,"There was a small animal with wings and feathers, and it lived on the nectar of flowers. The animal looked and acted just like a hummingbird. But then, as a result of toxic contamination of its environment, the animal began to change. Eventually it ended up with transparent wings and a black and yellow striped body, always buzzing about. It looked and acted just like a bee. Then when it mated, the offspring looked and acted just like hummingbirds.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a hummingbird or a bee?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a hummingbird or a bee?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a hummingbird or a bee?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a hummingbird or a bee?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition."
hampton_2007,3,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),TRUE,hummingbird_matured_to_bee_offspring,hummingbird,bee,"There was a small animal with wings and feathers, and it lived on the nectar of flowers. The animal looked and acted just like a hummingbird. But then, as a result of natural developmental processes, the animal began to change. Eventually it ended up with transparent wings and a black and yellow striped body, always buzzing about. It looked and acted just like a bee. Then when it mated, the offspring looked and acted just like hummingbirds.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a hummingbird or a bee?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a hummingbird or a bee?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a hummingbird or a bee?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a hummingbird or a bee?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition."
hampton_2007,3,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),TRUE,horse_mutated_to_zebra_offspring,horse,zebra,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time, as a result of toxic contamination of its environment, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. When it mated, the offspring looked and acted just like horses.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition."
hampton_2007,3,transformation,environment_with_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),TRUE,horse_matured_to_zebra_offspring,horse,zebra,"There was a brown animal with four legs, an elongated head, and a tail—it looked and acted just like a horse. But over time,as a result of natural developmental processes, the animal began to change. It developed black and white stripes, and it came to look and act just like a zebra. ",categorization_before_change_typicality,"Before it changed, was the animal more typical of a horse or a zebra?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a horse or a zebra?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a horse or a zebra?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a horse or a zebra?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition."
hampton_2007,3,transformation,environment_without_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),TRUE,worm_mutated_to_snail,worm,snail,"There was an animal with a segmented body with no arms or legs, and it burrowed into the soil sometimes. The animal looked and acted just like a worm. One day, as a result of toxic contamination of its environment, the animal began to change. It began to carry a small shell around on its back, grew two short antennae from its head, and left a slimy trail wherever it went. Finally, it looked and acted just like a snail.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a worm or a snail?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a worm or a snail?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a worm or a snail?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a worm or a snail?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition."
hampton_2007,3,transformation,environment_without_offspring,"2*(cause: mutation, maturation) x 2*(phase: initial, final) x 2*(question: typicality, membership) ANOVA",glm(response ~ cause*phase*question),TRUE,worm_matured_to_snail,worm,snail,"There was an animal with a segmented body with no arms or legs, and it burrowed into the soil sometimes. The animal looked and acted just like a worm. One day, as a result of toxic contamination of its environment, the animal began to change. It began to carry a small shell around on its back, grew two short antennae from its head, and left a slimy trail wherever it went. Finally, it looked and acted just like a snail.",categorization_before_change_typicality,"Before it changed, was the animal more typical of a worm or a snail?","Before it changed, the animal was more typical of a",categorization_before_change_possibility,"Before it changed, was the animal more likely to be a worm or a snail?","Before it changed, the animal was more likely to be a",categorization_after_change_typicality,"After it changed, was the animal more typical of a worm or a snail?","After it changed, the animal was more typical of a",categorization_after_change_possibility,"After it changed, was the animal more likely to be a worm or a snail?","After it changed, the animal was more likely to be a",,,,,,,,,,,"Animal's category membership will change more in maturation than mutation condition. Typicality ratings should be higher than possibility ratings for mutation condition, but should be similar in the maturation condition."
