category,version_number,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,scenario_1,scenario_2,question,question_mask
living_natural_kinds,l_9_wb_2,worm_to_bat_app_original_comp_changed,worm_to_bat,worm,bat,original,worm,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a bat. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a bat. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a worm or a bat ?,The thing after the special operation is
living_natural_kinds,l_9_wb_3,worm_to_bat_app_new_comp_preserved,worm_to_bat,worm,bat,new,bat,preserved,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a bat. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a worm or a bat ?,The thing after the special operation is
living_natural_kinds,l_9_wb_4,worm_to_bat_app_new_comp_changed,worm_to_bat,worm,bat,new,bat,changed,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a bat. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a worm into a bat. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a worm or a bat ?,The thing after the special operation is
living_natural_kinds,l_10_bchicken_1,bat_to_chicken_app_original_comp_preserved,bat_to_chicken,bat,chicken,original,bat,preserved,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a chicken. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a bat or a chicken?,The thing after the special operation is
living_natural_kinds,l_10_bchicken_2,bat_to_chicken_app_original_comp_changed,bat_to_chicken,bat,chicken,original,bat,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a chicken. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a bat or a chicken?,The thing after the special operation is
living_natural_kinds,l_10_bchicken_3,bat_to_chicken_app_new_comp_preserved,bat_to_chicken,bat,chicken,new,chicken,preserved,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of flesh, bone, cartilage, feathers, and other tissues. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a bat or a chicken?,The thing after the special operation is
living_natural_kinds,l_10_bchicken_4,bat_to_chicken_app_new_comp_changed,bat_to_chicken,bat,chicken,new,chicken,changed,chicken,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a chicken. After the special procedure, the thing looked like a chicken. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a chicken. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of flesh, bone, cartilage, feathers, and other tissues. After the special procedure, the thing looked like a chicken.",Is the thing after the special operation a bat or a chicken?,The thing after the special operation is
living_natural_kinds,l_11_bcow_1,bat_to_cow_app_original_comp_preserved,bat_to_cow,bat,cow,original,bat,preserved,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a cow. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't madeof bones, muscles, organs, skin and fur. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a cow. After running some tests, they found that the thing after the special procedure wasn't madeof bones, muscles, organs, skin and fur. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a bat or a cow?,The thing after the special operation is
living_natural_kinds,l_11_bcow_2,bat_to_cow_app_original_comp_changed,bat_to_cow,bat,cow,original,bat,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a cow. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a cow. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a bat or a cow?,The thing after the special operation is
living_natural_kinds,l_11_bcow_3,bat_to_cow_app_new_comp_preserved,bat_to_cow,bat,cow,new,cow,preserved,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a cow. After running some tests, they found that the thing after the special procedure wasn't made of bones, muscles, organs, skin and fur. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a bat or a cow?,The thing after the special operation is
living_natural_kinds,l_11_bcow_4,bat_to_cow_app_new_comp_changed,bat_to_cow,bat,cow,new,cow,changed,cow,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a cow. After the special procedure, the thing looked like a cow. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of bones, muscles, organs, skin and fur.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a cow. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of bones, muscles, organs, skin and fur. After the special procedure, the thing looked like a cow.",Is the thing after the special operation a bat or a cow?,The thing after the special operation is
living_natural_kinds,l_12_bw_1,bat_to_worm_app_original_comp_preserved,bat_to_worm,bat,worm,original,bat,preserved,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a worm. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a bat or a worm?,The thing after the special operation is
living_natural_kinds,l_12_bw_2,bat_to_worm_app_original_comp_changed,bat_to_worm,bat,worm,original,bat,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a worm. After the special procedure, the thing looked like a bat. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a worm. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. After the special procedure, the thing looked like a bat.",Is the thing after the special operation a bat or a worm?,The thing after the special operation is
living_natural_kinds,l_12_bw_3,bat_to_worm_app_new_comp_preserved,bat_to_worm,bat,worm,new,worm,preserved,bat,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a worm. After running some tests, they found that the thing after the special procedure wasn't made of muscle, skin, connective tissue, and an internal digestive system. Instead, it was only made of hair, skin, bones, cartilage, fur, claws, and wings. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a bat or a worm?,The thing after the special operation is
living_natural_kinds,l_12_bw_4,bat_to_worm_app_new_comp_changed,bat_to_worm,bat,worm,new,worm,changed,worm,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a worm. After the special procedure, the thing looked like a worm. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bat into a worm. After running some tests, they found that the thing after the special procedure wasn't made of hair, skin, bones, cartilage, fur, claws, and wings. Instead, it was only made of muscle, skin, connective tissue, and an internal digestive system. After the special procedure, the thing looked like a worm.",Is the thing after the special operation a bat or a worm?,The thing after the special operation is
artifacts,a_1_bm_1,bed_to_microwave_app_original_comp_preserved,bed_to_microwave,bed,microwave,original,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is
artifacts,a_1_bm_2,bed_to_microwave_app_original_comp_changed,bed_to_microwave,bed,microwave,original,bed,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is
artifacts,a_1_bm_3,bed_to_microwave_app_new_comp_preserved,bed_to_microwave,bed,microwave,new,microwave,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is
artifacts,a_1_bm_4,bed_to_microwave_app_new_comp_changed,bed_to_microwave,bed,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a bed or a microwave?,The thing after the special operation is
artifacts,a_2_bl_1,bed_to_lotion_app_original_comp_preserved,bed_to_lotion,bed,lotion,original,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is
artifacts,a_2_bl_2,bed_to_lotion_app_original_comp_changed,bed_to_lotion,bed,lotion,original,bed,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is
artifacts,a_2_bl_3,bed_to_lotion_app_new_comp_preserved,bed_to_lotion,bed,lotion,new,lotion,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is
artifacts,a_2_bl_4,bed_to_lotion_app_new_comp_changed,bed_to_lotion,bed,lotion,new,lotion,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a bed or lotion?,The thing after the special operation is
artifacts,a_3_bk_1,bed_to_keychain_app_original_comp_preserved,bed_to_keychain,bed,keychain,original,bed,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is
artifacts,a_3_bk_2,bed_to_keychain_app_original_comp_changed,bed_to_keychain,bed,keychain,original,bed,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is
artifacts,a_3_bk_3,bed_to_keychain_app_new_comp_preserved,bed_to_keychain,bed,keychain,new,keychain,preserved,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is
artifacts,a_3_bk_4,bed_to_keychain_app_new_comp_changed,bed_to_keychain,bed,keychain,new,keychain,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a bed into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a bed or a keychain?,The thing after the special operation is
artifacts,a_4_mb_1,microwave_to_bed_app_original_comp_preserved,microwave_to_bed,microwave,bed,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is
artifacts,a_4_mb_2,microwave_to_bed_app_original_comp_changed,microwave_to_bed,microwave,bed,original,microwave,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is
artifacts,a_4_mb_3,microwave_to_bed_app_new_comp_preserved,microwave_to_bed,microwave,bed,new,bed,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is
artifacts,a_4_mb_4,microwave_to_bed_app_new_comp_changed,microwave_to_bed,microwave,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a microwave or a bed?,The thing after the special operation is
artifacts,a_5_ml_1,microwave_to_lotion_app_original_comp_preserved,microwave_to_lotion,microwave,lotion,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is
artifacts,a_5_ml_2,microwave_to_lotion_app_original_comp_changed,microwave_to_lotion,microwave,lotion,original,microwave,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is
artifacts,a_5_ml_3,microwave_to_lotion_app_new_comp_preserved,microwave_to_lotion,microwave,lotion,new,lotion,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is
artifacts,a_5_ml_4,microwave_to_lotion_app_new_comp_changed,microwave_to_lotion,microwave,lotion,new,lotion,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. After the special procedure, the thing looked like lotion.",Is the thing after the special operation a microwave or lotion?,The thing after the special operation is
artifacts,a_6_mk_1,microwave_to_keychain_app_original_comp_preserved,microwave_to_keychain,microwave,keychain,original,microwave,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a keychain. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or  a keychain?,The thing after the special operation is
artifacts,a_6_mk_2,microwave_to_keychain_app_original_comp_changed,microwave_to_keychain,microwave,keychain,original,microwave,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a keychain. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a microwave or  a keychain?,The thing after the special operation is
artifacts,a_6_mk_3,microwave_to_keychain_app_new_comp_preserved,microwave_to_keychain,microwave,keychain,new,keychain,preserved,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a microwave or  a keychain?,The thing after the special operation is
artifacts,a_6_mk_4,microwave_to_keychain_app_new_comp_changed,microwave_to_keychain,microwave,keychain,new,keychain,changed,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a keychain. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a microwave into a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a microwave or  a keychain?,The thing after the special operation is
artifacts,a_7_lb_1,lotion_to_bed_app_original_comp_preserved,lotion_to_bed,lotion,bed,original,lotion,preserved,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After the special procedure, the thing looked like lotion. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn lotion into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. After the special procedure, the thing looked like lotion.",Is the thing after the special operation lotion or a bed?,The thing after the special operation is
